bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	aliquots	amount	analyte_type	concentration	gel_image_file	spectrophotometer_method	well_number
TCGA-12-0776-01A	TCGA-12-0776-01A-01D	1.9	null	209.2 uL	DNA	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0776-10A	TCGA-12-0776-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0776-10A	TCGA-12-0776-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0776-10A	TCGA-12-0776-10A-01D	1.89	null	0 uL	DNA	0.169 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0778-01A	TCGA-12-0778-01A-01D	1.9	null	7.869999999999997 uL	DNA	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0778-01A	TCGA-12-0778-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0778-01A	TCGA-12-0778-01A-01T	null	null	28 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0778-01A	TCGA-12-0778-01A-01R	1.78	null	81.9 uL	RNA	0.185 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0778-01A	TCGA-12-0778-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0778-10A	TCGA-12-0778-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0778-10A	TCGA-12-0778-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0778-10A	TCGA-12-0778-10A-01D	1.89	null	88.66999999999999 uL	DNA	0.181 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0780-01A	TCGA-12-0780-01A-01R	1.78	null	285.22999999999996 uL	RNA	0.174 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0780-01A	TCGA-12-0780-01A-01T	null	null	61 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0780-01A	TCGA-12-0780-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0780-01A	TCGA-12-0780-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0780-01A	TCGA-12-0780-01A-01D	1.91	null	135.53 uL	DNA	0.19 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0780-10A	TCGA-12-0780-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0780-10A	TCGA-12-0780-10A-01D	1.86	null	20 uL	DNA	0.148 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0780-10A	TCGA-12-0780-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0818-01A	TCGA-12-0818-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0818-01A	TCGA-12-0818-01A-01R	1.82	null	0 uL	RNA	0.178 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0818-01A	TCGA-12-0818-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0818-01A	TCGA-12-0818-01A-01T	null	null	3 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0818-01A	TCGA-12-0818-01A-01D	1.87	null	96.67 uL	DNA	0.167 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0818-10A	TCGA-12-0818-10A-01D	1.89	null	96.67 uL	DNA	0.195 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0818-10A	TCGA-12-0818-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0818-10A	TCGA-12-0818-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0819-01A	TCGA-12-0819-01A-01T	null	null	14 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0819-01A	TCGA-12-0819-01A-01R	1.81	null	21 uL	RNA	0.177 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0819-01A	TCGA-12-0819-01A-01D	1.87	null	96.67 uL	DNA	0.164 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0819-01A	TCGA-12-0819-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0819-01A	TCGA-12-0819-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0819-10A	TCGA-12-0819-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0819-10A	TCGA-12-0819-10A-01D	1.89	null	96.67 uL	DNA	0.165 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0819-10A	TCGA-12-0819-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0820-01A	TCGA-12-0820-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0820-01A	TCGA-12-0820-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0820-01A	TCGA-12-0820-01A-01D	1.86	null	96.67 uL	DNA	0.158 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0820-01A	TCGA-12-0820-01A-01T	null	null	13 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0820-01A	TCGA-12-0820-01A-01R	1.83	null	20 uL	RNA	0.173 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0820-10A	TCGA-12-0820-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0820-10A	TCGA-12-0820-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0820-10A	TCGA-12-0820-10A-01D	1.89	null	96.67 uL	DNA	0.169 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0821-01A	TCGA-12-0821-01A-01T	null	null	15 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0821-01A	TCGA-12-0821-01A-01D	1.86	null	83.37 uL	DNA	0.164 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0821-01A	TCGA-12-0821-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0821-01A	TCGA-12-0821-01A-01R	1.82	null	61.7 uL	RNA	0.177 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0821-01A	TCGA-12-0821-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0821-10A	TCGA-12-0821-10A-01D	1.90	null	83.37 uL	DNA	0.174 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0821-10A	TCGA-12-0821-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0821-10A	TCGA-12-0821-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0822-01A	TCGA-12-0822-01A-01R	1.83	null	20 uL	RNA	0.171 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0822-01A	TCGA-12-0822-01A-01D	1.85	null	96.67 uL	DNA	0.155 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0822-01A	TCGA-12-0822-01A-01T	null	null	18 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0822-01A	TCGA-12-0822-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0822-01A	TCGA-12-0822-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0822-10A	TCGA-12-0822-10A-01D	1.89	null	0 uL	DNA	0.163 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0822-10A	TCGA-12-0822-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0822-10A	TCGA-12-0822-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0826-01A	TCGA-12-0826-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0826-01A	TCGA-12-0826-01A-01D	1.87	null	96.67 uL	DNA	0.160 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0826-01A	TCGA-12-0826-01A-01T	null	null	11 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0826-01A	TCGA-12-0826-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0826-01A	TCGA-12-0826-01A-01R	1.82	null	33 uL	RNA	0.178 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0826-10A	TCGA-12-0826-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0826-10A	TCGA-12-0826-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0826-10A	TCGA-12-0826-10A-01D	1.88	null	0 uL	DNA	0.174 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0827-01A	TCGA-12-0827-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0827-01A	TCGA-12-0827-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0827-01A	TCGA-12-0827-01A-01R	1.82	null	23 uL	RNA	0.176 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0827-01A	TCGA-12-0827-01A-01T	null	null	2 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0827-01A	TCGA-12-0827-01A-01D	1.87	null	96.67 uL	DNA	0.165 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0827-10A	TCGA-12-0827-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0827-10A	TCGA-12-0827-10A-01D	1.89	null	96.67 uL	DNA	0.164 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0827-10A	TCGA-12-0827-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0828-01A	TCGA-12-0828-01A-01T	null	null	19 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0828-01A	TCGA-12-0828-01A-01R	1.83	null	93 uL	RNA	0.185 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0828-01A	TCGA-12-0828-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0828-01A	TCGA-12-0828-01A-01D	1.87	null	96.67 uL	DNA	0.165 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0828-01A	TCGA-12-0828-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0828-10A	TCGA-12-0828-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0828-10A	TCGA-12-0828-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0828-10A	TCGA-12-0828-10A-01D	1.89	null	0 uL	DNA	0.187 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0829-01A	TCGA-12-0829-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-0829-01A	TCGA-12-0829-01A-01T	null	null	5 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0829-01A	TCGA-12-0829-01A-01D	1.87	null	96.67 uL	DNA	0.160 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0829-01A	TCGA-12-0829-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0829-01A	TCGA-12-0829-01A-01R	1.82	null	9 uL	RNA	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0829-10A	TCGA-12-0829-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0829-10A	TCGA-12-0829-10A-01D	1.90	null	96.67 uL	DNA	0.173 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-0829-10A	TCGA-12-0829-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-1088-01A	TCGA-12-1088-01A-01D	1.9	null	446.97 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1088-01A	TCGA-12-1088-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-1088-01A	TCGA-12-1088-01A-01T	null	null	47 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1088-01A	TCGA-12-1088-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1088-01A	TCGA-12-1088-01A-01R	1.7	null	170 uL	RNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1088-10C	TCGA-12-1088-10C-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-1088-10C	TCGA-12-1088-10C-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1088-10C	TCGA-12-1088-10C-01D	1.9	null	96.67 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1089-01A	TCGA-12-1089-01A-01R	1.8	null	212 uL	RNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1089-01A	TCGA-12-1089-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1089-01A	TCGA-12-1089-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-1089-01A	TCGA-12-1089-01A-01T	null	null	57 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1089-01A	TCGA-12-1089-01A-01D	1.9	null	230.97 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1089-10C	TCGA-12-1089-10C-01D	1.9	null	0 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1089-10C	TCGA-12-1089-10C-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1089-10C	TCGA-12-1089-10C-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-12-1090-01A	TCGA-12-1090-01A-01T	null	null	109 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1090-01A	TCGA-12-1090-01A-01R	1.8	null	440 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1090-01A	TCGA-12-1090-01A-01D	1.9	null	553 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1090-01A	TCGA-12-1090-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1090-10A	TCGA-12-1090-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1090-10A	TCGA-12-1090-10A-01D	1.9	null	0 uL	DNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1091-01A	TCGA-12-1091-01A-01R	1.7	null	386 uL	RNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1091-01A	TCGA-12-1091-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1091-01A	TCGA-12-1091-01A-01D	1.9	null	479 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1091-01A	TCGA-12-1091-01A-01T	null	null	94 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1091-10A	TCGA-12-1091-10A-01D	1.9	null	7.300000000000001 uL	DNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1091-10A	TCGA-12-1091-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1092-01B	TCGA-12-1092-01B-01T	null	null	22 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1092-01B	TCGA-12-1092-01B-01R	1.8	null	56 uL	RNA	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1092-01B	TCGA-12-1092-01B-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1092-01B	TCGA-12-1092-01B-01D	1.9	null	282.97 uL	DNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1092-10A	TCGA-12-1092-10A-01D	1.9	null	0 uL	DNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1092-10A	TCGA-12-1092-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1093-01A	TCGA-12-1093-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1093-01A	TCGA-12-1093-01A-01D	1.9	null	287.97 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1093-01A	TCGA-12-1093-01A-01T	null	null	55 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1093-01A	TCGA-12-1093-01A-01R	1.7	null	18 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1093-10A	TCGA-12-1093-10A-01D	1.9	null	101.27 uL	DNA	.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1093-10A	TCGA-12-1093-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1094-01A	TCGA-12-1094-01A-01R	1.7	null	104 uL	RNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1094-01A	TCGA-12-1094-01A-01D	1.9	null	385 uL	DNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1094-01A	TCGA-12-1094-01A-01T	null	null	22 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1094-01A	TCGA-12-1094-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1094-10A	TCGA-12-1094-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1094-10A	TCGA-12-1094-10A-01D	1.9	null	0 uL	DNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-12-1095-01A	TCGA-12-1095-01A-01D	1.9	null	654 uL	DNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
